Text,Target
"one patient had only a P_G curve S_T_U_D_Y until 4 h after dosing and P_K was not observed, and one patient did not have measurable P_K in the P_G curve.",1
"one patient in this investigation produced unusually V_E_R_B P_K in plasma following orally S_T_U_D_Y drug in both antenatal and postnatal studies, with a resulting extremely V_E_R_B calculation of P_K.",1
one patient needed antibiotics to prevent both neonatal gbs disease and endocarditis.,1
one patient used 800/100 mg of darunavir/ritonavir as monotherapy.,1
one patient was treated because of preterm premature rupture of the membranes and had a twin P_G.,1
one patient who was subsequently found to have had a systemic infection (pyelonephritis) was S_T_U_D_Y from,0
one plausible explanation for the V_E_R_B oral P_K in P_G is an increase in the microsomal monooxygenase en,0
one S_T_U_D_Y carried snps associated with the cyp3a5*3 and cyp3a5*6 alleles.,0
one S_T_U_D_Y did not have sufficient dna sample to be analyzed fully and was S_T_U_D_Y from the genotype c,0
one S_T_U_D_Y taking concomitant atazanavir/ritonavir had trough P_K above the target in the P_G and P_G.,1
one S_T_U_D_Y was S_T_U_D_Y from the non-P_G group because of a lack of descending P_K.,0
"one S_T_U_D_Y who was treated with extended-release metformin during mid P_G, but not P_G, was not S_T_U_D_Y in the analysis of apparent oral P_K and fraction V_E_R_B unchanged in the urine.",1
one S_T_U_D_Y withdrew from the study after completing only one study day and was S_T_U_D_Y from analysis.,0
"one showed a V_E_R_B in atazanavir exposure during P_G when compared to P_G and the other did not. 9-10 although coadministration of tenofovir and atazanavir is common and has been shown to result in a roughly 25% reduction in plasma atazanavir P_K in nonpregnant adults, no data are available describing atazanavir exposure during P_G when used in combination with tenofovir.11-12 the goal of this study was to describe atazanavir pharmacokinetics during P_G, both with and without concomitant tenofovir use.",1
one study [11] reported V_E_R_B levels of ritonavir during P_G compared with the P_G period in 13 women receiving boosted saquinavir (800/100mg twice a day).,1
"one study reported an V_E_R_B in apparent labetalol P_K in P_G women[17], while three others found no V_E_R_B [18-20].",1
"one to two grams of cefazolin S_T_U_D_Y 15 to 120 min before surgery was associated with (i) therapeutic duration, de?ned as the period in which the free cefazolin concentration in neonates was ?8 mg/liter, ranging between 6 and 10 h; and (ii) area under the total cefazolin concentrationtime curve from 0 to 36 h, ranging between 197 and 436 mg/ liters/h.",1
"one valacyclovir recipient had a recurrence before delivery; however, none of volume 179, number 4 kimberl",0
"one was from participant b, bup (1.8 ng/patch) and nbup (2.4 ng/patch) in the 24 h sweat patch from pharmacokinetic session 3.",1
"one woman (4%) had a lpv P_K below 1.0 mcg/ml [0.81 mcg/ml], the recommended efficacy threshold for protease inhibitor (pi) naÃ”Ã¸Î©ve patients.",1
one woman (patient a) had a migration disorder (unilateral nodular periventricular heterotopia) as probable,0
"one woman per group reported nausea and two vomited, both following 800 ?g sr misoprostol.",0
one woman was additionally on buspirone and another was on acyclovir.,0
one- and two-compartment models were tested to describe the unbound and the total lpv/r pharmacokinetics.,0
one- and twocompartment models were tested to describe plasma lpv/r P_K in mothers.,0
"one-way analysis of variance with tukey or she?eÃ”Ã¸Î© Ã”Ã¸Î©s post hoc analyses were performed for continuous, norm",0
"one-way analysis of variance, followed by post hoc tests (dunnettÃ”Ã¸Î©s test when the prh treatment groups wer",0
"only < rt<:s t o a) ~~~~~alternate data points are shown in the first 10 h, to0 00d; = avoidcongestion. =~",0
only 1 study addressing the long-term follow-up of children exposed to ssri drugs during P_G has been publi,0
"only 1% of P_G women weighing 40 kg would have lopinavir P_G ,1.0 mg/l using the standard 400/100 mg dose; however, this percentage increases to 7% for women weighing 130 kg (S_T_U_D_Y 2).",1
only 2 g of cefazolin S_T_U_D_Y 1 h before incision is capable of achieving more than 50% success in both P_G and P_G.,1
only free drug was assumed to have bactericidal activity.,0
"only one of the prospective studies of reasonably large patient sample size (bardy, 1982;otani, 1985;gjerd",0
only one P_G woman (also in mali) became parasitemic during follow-up (10 weeks after sp dosing).,0
only one patient had V_E_R_B in seizure frequency corresponding to total cbz ratio to baseline <0.65.,0
only one patient in the study developed hypotension (systolic blood pressure <10) after receiving nifedipin,0
only S_T_U_D_Y with three or more blood collections in at johnson et al.,0
"only the patient data sets containing data on blood P_K from at least the last 3 sampling points (i.e., 96",0
only then was the patient approached to participate in the phenytoin P_K study described below.,0
only two grade 3 or V_E_R_B P_G or infant adverse events were reported; neither was attributed to lopinavir,0
"only two P_G samples and one neonatal sample were above the 95th prediction interval, suggesting that vari",0
only women who had both a history of recurrent genital hsv infection antedating P_G and documented hsv-2 type-specific serologic antibodies were S_T_U_D_Y.,1
"oÃ”Ã¸Î©halloran,5 peter siba,3 kenneth f.",0
"oostvogel,2 joost dejongh,3,4 johan w.",0
"open circles and continuous lines, undetectable viral load around delivery (,50 copies/ml).",0
"open triangles = 50 iu/kg, open circles = 75 iu/kg, open squares = 100iu/kg.",0
"opiate pharmacokinetics may be modified during pregnancy; plasma methadone P_K are V_E_R_B during pregnancy than P_G, most likely due to V_E_R_B metabolism26.",1
"opin., (1980),7,43.",0
"oral administration the mean plasma P_K of sotalol after the administration of sotalol 400 mg orally for both the ante-natal and post-natal phases are shown in fig. 2, and the derived P_K appear in S_T_U_D_Y 1.",1
oral metformin therapy was not V_E_R_B for study purposes.,0
"oral misoprostol had the greatest cv for P_K (50.0%) and P_K (53.7%), whereas vaginal misoprostol with water had the greatest cv for auc240 and auc360.",1
oral misoprostol has been shown in a recent randomized trial to be an effective cervical priming agent whe,0
oral misoprostol was given by asking the S_T_U_D_Y to take the tablets with water.,1
oral P_K (P_K) from plasma was calculated as dose divided by P_K.,0
"oral P_K of labetalol as an isomeric mixture has been reported to range from 0.73 to 4.40 l/h/kg in hypertensive patients during the P_G of P_G [7, 8].",1
"oraladministration the mean plasma P_K ofpropranolol following administration of 120mg orally for both antenatal and postnatal phases are shown in fig. 1, and the derived P_K are in S_T_U_D_Y 1.",1
oralinto 0.2 ml of 0.1 m h3po4 by shaking vigorously for 5 min.,0
organic cation transporters of metformin have been identi?ed in the rodent liver and gut.19 in humans ther,0
"ornidazole (ot-(chloromethyl)-2- methyl-5-nitroimidazole-l-ethanol), a nitroimidazole derivative with anti",0
ornidazole and the metabolites (ml and m4) were supplied by roche.,0
ornidazole was infused independently over 30 min in 100 ml of 0-9% saline.,1
oseltamivir is well absorbed and is rapidly converted to the active metabolite by carboxylesterase-1 (primary P_K pathway).,1
"oseltamivir, oseltamivir carboxylate (the active mebolite), and the internal standards were extracted from",0
"other adverse effects were rare in both groups, such as dizziness or nausea (only one woman had nausea bef",0
"other aed used by our patients S_T_U_D_Y phenytoin (3), phenobarbital (3), ethosuximide (1), gabapentin (1",0
"other authors [21] reported P_G P_K of lopinavir between 5 and 25% of the P_G plasma levels, averaging 16.7%.",1
other biological characteristics of coelomic ?uid may in?uence the pharmacokinetics of the drug and in par,0
other drugs commonly prescribed to P_G women that are metabolized by the polymorphic cyp3a enzymes S_T_U_D,0
other factors may also play an important role such as the in?uence of pharmacogenetic differences.,0
other medications metabolized via glucuronidation have V_E_R_B P_K during pregnancy9 or with oral contraceptive (oc) use.5 one case series reported that oc V_E_R_B ltg P_K with deterioration of seizure control.10 these findings underscore the importance of further investigations to detail the impact of reproductive life events on the metabolism of ltg and other aed to optimize the clinical management of epilepsy in women.,1
"other proposed mechanisms are V_E_R_B volume of distribution (nau et al., 1982), V_E_R_B S_T_U_D_Y to plasma proteins in parallel with decreasing serum albumin levels (chen et al. 1982; perucca and crema, 1982) and V_E_R_B P_K (dam et al., 1979; bardy, 1982; dansky et al., 1982; nau et al., 1982; dickinson et al., 1989).",1
"other reports, however, suggest good P_G of ceftazidime during the first and P_G.Ã”Ã¸Î©.",1
other studies of other aeds using the same design and similar frequency of sampling have found a relations,0
"others have suggested that drug P_K may be impaired in P_G (ramsay et al., 1978), but our earlier kinetic study (lander etal., 1984) showed that oral phenytoin was reasonably well absorbed in P_G women, at least for the first dose of the drug taken.",1
our 4-week study windows during P_G limited P_G changes during each phase.,0
our ability to differentiate the triexponential P_K of azi may have been facilitated by the relatively long,0
our assessment of the eight breastfed infants in our study revealed no adverse effects and V_E_R_B or undet,0
"our auc4 hours for buccal administration (475 pg/ml, range 114Ã”Ã¸Î©1,064pg/ml) was similar to those published by schaff et al (380 pg/ml, range 223Ã”Ã¸Î©1,470 pg/ml).22 although the shape of the misoprostol serum across time curves for vaginal P_K were similar to those published previously, our mean peak P_G for the two vaginal routes averaged 2.7 (range 2.1Ã”Ã¸Î©3.6) times V_E_R_B than mean peak levels in all prior studies of pharmacokinetics after vaginal administration of 400 ?g in early P_G.",1
our data are consistentwith the findingsofleake et a1.14 and thornton et al.10in that the P_K isnot related to peripheral plasma levels.,1
our data con?rmed this ?nding (unpublished observations).,0
our data demonstrate that the oxidation of prednisolone is not compromised in early preterm P_G complicate,0
our data did not allow estimation of a ka value.,0
our data for P_G ph and creamatocrit suggest that these factors are likely to be a source of between-S_T_U_D_Y variability in P_K and drug transfer into P_G.,1
our data suggest that the infant is exposed to subtherapeutic doses of metformin during nursing.,0
"our estimate of 77% P_G after nifedipine administration as gits tablets is consistent with earlier studies using capsules or (non-gits) tablets: 72% in a tocolysis study (one 20 mg capsule 6-hourly),13 90 and 80% in two P_G-V_E_R_B hypertension studies (10 mg single dose;14 10 mg thrice daily15), and 76% in normotensive women being prepared for caesarean section (20 mg single dose).16 P_K constants in P_G (0.03) and P_G P_G (0.04) in our study were slower than in two studies in healthy volunteers after single dosing with nifedipine gits 60 mg (0.146 and 0.087), possibly due to V_E_R_B S_T_U_D_Y in P_G or lower cyp3a4 expression in fetal liver.",1
our findings are consistent with the previous report of ltg P_K significantly increasing between preconception and P_G.7 in S_T_U_D_Y 1.,1
"our findings parallel the time course data for sertraline (altshuler et al 1995; stowe et al 1997) and are similar to the results from the only published study of the excretion pattern of fluoxetine/norfluoxetine in P_G, which demonstrated peak P_K occurring within 6 hours postdose (taddio et al 1996).",1
"our findings seem to suggest that in these patients, primidone as such was able to ensure an adequate prot",0
"our findings, with a statistically significant V_E_R_B of P_G P_G P_K of cefazolin in the 3 g group as compared to the 2 g group, demonstrated the rapid trans-P_G of the drug to the neonate.",1
our laboratory has shown that sandwichcultured human hepatocytes (schh) and heparg cells have the potential,0
our major findings suggest that P_G can result in V_E_R_B whole blood tacrolimus P_K but no significant V_E_R_B in unbound P_K if no adjustment in dosage is made.,1
our nonparoxetine user groups were similar to the united states managed care study but different from kalle,0
our objective was to describe lopinavir/ritonavir (lpv/r) pharmacokinetics during P_G.,0
our practice has been to inform the woman of the childÃ”Ã¸Î©s serum concentration of medication and to tell her,0
our primary objective was to assess the effects of P_G on the pharmaco-P_K of anti-xa during moderate risk prophylaxis with tinzaparin.,1
"our result (S_T_U_D_Y 2) supports the ?nding of philipson et al. (30), where P_K estimate during P_G (7.2 liters/h) is almost two times greater than that following delivery (4.1 liters/h).",1
our results agree with previously reports in which healthy volunteers or hypertensive patients P_G or non-,0
"our results are in line with previous published studies, where also a V_E_R_B in parent plasma P_K was found in cyp2d6 metabolized antidepressants such as paroxetine, duloxetine, ?uoxetine and citalopram.11 in general, it seems that the activity of cyp2d6 is V_E_R_B during the course of P_G,10 which may be explained by early foetal cyp2d6 enzymes, which are present from the ?rst trimester.12 however, in our cohort, we found only a V_E_R_B in the metabolite concentration in the P_G of P_G as compared to the P_G period, where tracy et al.10 found V_E_R_B metabolism in all trimesters of P_G.",1
"our results are similar to those from another study in P_G women (P_G S_T_U_D_Y between 19 and 21 weeks), where ceftazidime serum P_K were about 50% V_E_R_B than the expected P_K in nonP_G women.Ã”Ã¸Î© distribution of ceftazidime to the placenta or P_G-fetal pharmacokinetics were not within the scope of 166 nathorst-bdbs et al.",1
"our results confirm that although lopinavir drug exposure is V_E_R_B during the P_G of P_G, by 22% in thai women, this reduction is approximately half that observed in american women.",1
"our results demonstrate V_E_R_B volumes ofdistribution, V_E_R_B peak P_K, and V_E_R_B plasma S_T_U_D_Y tha",0
"our results for ?uoxetine and nor?uoxetine in the neonate are similar to those reported by heikkinen et al. [24], who found 48 h : P_G concentration ratios of 1.06 and 1.03, respectively.",1
our results indicate that this risk is present already from the early phase of P_G.,0
"our results regarding V_E_R_B in ltg P_K at pp support the findings of one other group, but they were unable to evaluate pc P_K.18,19 our study details the time course of changes with onset of P_G and dose reductions after P_G and demonstrates that the previously reported V_E_R_B pp is a return to pc values.18,19 the ltg level changes resulted in clinically significant V_E_R_B seizures or toxicity.",1
our results show that the P_K values for sulfadoxine in P_G women (256 h) were similar to those of nonpreg,0
our results showed that women receiving tinzaparin (50 iu/kg) frequently had peak (4 hour) anti-xa levels below 0.1iu/ml and that 46% of these patients required dose adjustment.,1
"our results suggest that ceftriaxone excretion may be slower in caesarean sectioned women relative to the controls, so that there is a potential risk of over-dosage, and that gentamicin excretion may be V_E_R_B in P_G, with a potential risk of infections.",1
our results suggest that metformin pharmacokinetics V_E_R_B during P_G and that P_K can be used as a gross estimate of metformin P_K in the P_G patient.,1
"our results therefore show that when the enoxaparin dose is normalized for body weight, such as is the case in a therapeutic situation, the initiation dose should be 1?mg/kg/12?h with a further adjustment in the dose regimen according to body weight V_E_R_B during P_G.",1
our results therefore suggest that V_E_R_B glomerular filtration rate is the primary cause of V_E_R_B plasma levels of ceftazidime in P_G.,1
"our simulations indicate that therapeutic P_K of free cefazolin are preserved in newborns for a minimum of 6 h, which may be clinically bene?cial as a preventive treatment.",1
our simulations show that the probability of maintaining free cefazolin P_K in plasma above 8 mg/liter during a scheduled cesarean delivery surgery is ?50% in P_G and ?70% in P_G when cefazolin is S_T_U_D_Y in doses V_E_R_B than 2 g or S_T_U_D_Y less than 1 h before delivery (fig. 8).,1
"our study combined two populations: (i) P_G women and women in P_G from the anrs 135 clinical study primeva (protease inhibitor monotherapy evaluation), and (ii) nonP_G women, P_G women, and women in P_G followed for therapeutic drug monitoring (tdm).",1
our study demonstrated a significant V_E_R_B in ac of ltg during P_G.,1
our study design does not allow for separate assessment of P_K and systemic P_K of amoxicillin.,0
our study did not ?nd any short-term adverse e?ects in any of the three breast-feed infants.,0
"our study found systemic P_K of vaginally S_T_U_D_Y misoprostol is three times V_E_R_B than that of orally S_T_U_D_Y misoprostol when determined by au&,.",1
our study results indicate that pyrimethamine exposure was V_E_R_B and sulfadoxine exposure V_E_R_B during P_G than after the P_G period and that the data relating to disposition of both drugs were highly variable among the study sites.,1
our study results indicate that there are no differences in the pharmacokinetics of a single 500 mg intravenous dose of metronidazole given to 16 P_G women and those obtained previously by other researchers in non-P_G trial S_T_U_D_Y.,1
"our study showed a 39% V_E_R_B of P_G total lpv P_K during P_G, whereas unbound lpv P_K were similar to those simulated in nonpregnant women.",1
"our study suggests that buccal administration offers an alternative that does not cause V_E_R_B peak levels yet produces a reliable uterine response, similar to vaginal administration.",1
our study was not designed to investigate the possible causes ofchanges in antiepileptic drug disposition.,0
"our study, and results fromboth taddio et al. [6] and yoshida et al. [8] reported no adverse e?ects in the",0
our values are comparable to the ratios reported by weinstein et al. (34).,0
outcome measurements the primary outcomes were the P_K of me?oquine/artesunate in infected P_G women compa,0
outcome of infants whose mothers were taking citalopram during P_G and control infants citalopram (n ? 11),0
"over the ?rst month, the s : r ratio for ?uoxetine was 2.7 (0.7, 4.6) and for nor?uoxetine 3.3 (1.8, 4.7).",1
"over the second month, the ratios were 2.9 (n = 2) and 2.8 (1.5, 4.2) for parent drug and metabolite, respectively.",1
"over the whole dosing interval, therapeutic drug P_K well above the wild-type hiv 90% inhibitory concentra",0
"overall, 5 of 26 (19%; 90% confidence interval (ci), 8%Ã”Ã¸Î©36%) women had an lpv P_K below the target during the P_G of P_G.",1
"overall, both drugs had P_G/plasma (m/ pauc) transfer ratios of around 2Ã”Ã¸Î©3, a combined relative infant dose of 2Ã”Ã¸Î©6% of the P_G weight-adjusted dose and have been considered to be safe for use during P_G.",1
"overall, paech m, ilett kf.",0
"overall, the ?eld has only led to a few therapies with clear pharmacogenetic implications.",0
"overall, the global adjusted p value was 0.946 and 0.208, respectively.",0
"overall, the study demonstrated a progressive V_E_R_B in ltg P_K throughout P_G, reaching a peak of ?330% of baseline P_K by week 32 P_G S_T_U_D_Y.",1
"overall, the value V_E_R_B in six women in the P_G period, remained constant in one, and V_E_R_B in three.",1
"overall, then the P_K of sotalol is markedly accelerated during P_G and this appears to be due to possible alterations in P_K rather than to changes in P_K.",1
"overall, with a mean relative infant dose of 5.3% of the weight-adjusted P_G dose for escitalopram plus its major demethyl metabolite, our study shows that escitalopram is safe (notional level of safety <10%) for use during P_G and, because the absolute infant dose is V_E_R_B, it should be preferred over raccitalopram in treating depression in lactating women.",1
"owing to stereoselective disposition in the mother, the foetus and infant S_T_U_D_Y V_E_R_B doses of s-?uoxetine and s-nor?uoxetine than of the r isomers.",1
oxazepam has a relatively short P_K P_K of 8-12 h.,1
oxazepam was not detected in P_G.,1
"oxc is regarded as a moderate enzyme-inducer (tecoma, 1999), affecting the metabolism of ltg, probably by",0
"oxidation polymorphism by cytochrome p540 (cyp3a4) for nifedipine was ?rst detected in 1984, when healthy men and nonpregnant women were differentiated into slow and rapid metabolisers (17 and 83%).11 P_K of oral nifedipine is V_E_R_B in koreans than in caucasians.12 despite the racial mix in our study population, the numbers involved were too small for any conclusions to be drawn.",1
"oxygen delivery, transfer and consumption were used as indicators of placental viability.",0
"oxytocin was used in a dilute solution (10 units in one litre dextrose in water infused at 20 drops/minute, i.e. 8 ml/minute).",1
p <0.05was considered statistically significant.,0
"p value, kruskalÃ”Ã¸Î©wallis (or ?2 for proportions) comparison across study sites.",0
p was S_T_U_D_Y as a single dose (for ethical reasons) to each of those patients whose P_K were studied in,0
"P_G (n _ 17) geometric mean (90% ci) P_G (n _ 12) geometric mean (90% ci) within-S_T_U_D_Y geometric mean ratio: ante/post (90% ci) lopinavir n _ 17 n _ 12 P_K (mg h/ml)a 44.4 (38.7Ã”Ã¸Î©50.9) 65.2 (49.7Ã”Ã¸Î©85.4) 0.72c (0.54, 0.96) cpre-dose (mg/ml) 2.4 (1.5Ã”Ã¸Î©3.8) 3.4 (1.6Ã”Ã¸Î©7.1) 0.93 (0.44, 1.97) c12h (mg/ml) 1.6 (1.1Ã”Ã¸Î©2.5) 4.6 (3.7Ã”Ã¸Î©5.7) 0.44d (0.32, 0.60) P_K (mg/ml) 4 (2.4Ã”Ã¸Î©6.6) 7.4 (6Ã”Ã¸Î©9.1) 0.77e (0.61, 0.97) P_K (median) 2 h 2 h 0Ã”Ã¸Î©4 hb 15 8 8Ã”Ã¸Î©12 hb 1 4 Ã”Ã¸Î© P_K/f (l/h)a 9 (7.9Ã”Ã¸Î©10.3) 6.1 (4.7Ã”Ã¸Î©8.1) Ã”Ã¸Î© P_K > 52 mg h/ml 3/17 (18%, 90% ci: 5%, 40%) 9/12 (75%, 90% ci: 47%, 93%) Ã”Ã¸Î© P_K > 83 mg h/ml 0/17 (0%, 90% ci: 0%, 16%) 5/12 (42%, 90% ci: 18%, 68%) Ã”Ã¸Î© ritonavir n _ 16f n _ 12 P_K (mg h/ml)g 3.1 (2.7Ã”Ã¸Î©3.7) 4 (3Ã”Ã¸Î©5.5) 0.84 (0.65, 1.08) cpre-dose (mg/ml) 0.17 (0.12Ã”Ã¸Î©0.23) 0.29 (0.21Ã”Ã¸Î©0.39) 0.62h (0.39, 0.97) c12h (mg/ml) 0.17 (0.13Ã”Ã¸Î©0.21) 0.22 (0.17Ã”Ã¸Î©0.28) 0.82 (0.56, 1.18) P_K (mg/ml) 0.33 (0.25Ã”Ã¸Î©0.45) 0.5 (0.37Ã”Ã¸Î©0.68) 0.86 (0.64, 1.16) P_K (h) (median) 4 3 Ã”Ã¸Î© P_K/f (l/h)g 31.9 (27.3Ã”Ã¸Î©37.3) 24.8 (18.2Ã”Ã¸Î©33.6) Ã”Ã¸Î© ci, con?dence interval; P_K, area under concentration versus time curve; cpre-dose, pre-dose concentration; c12h, 12-h post-dose concentration; P_K, maximum plasma concentration; P_K, time corresponding to P_K; P_K/f, apparent P_Kearance from plasma, calculated as dose divided by P_K.",1
"P_G a1 ended in fetal death during the 5th month, with postmortem examination revealing an infectious caus",0
"P_G adaptation to P_G involves dramatic changes in renal hemodynamics, including 50% and 60% increases in glomerular ?ltration and renal blood ?ow during the P_G, respectively, compared with nonP_G values (35).",1
"P_G adipose samples were obtained prior to fascial entry, after closure of the hysterotomy and subsequent",0
P_G adipose tissueÃ”Ã¸Î©quarter-sized (25 mm) samples of P_G subcutaneous adipose tissue were obtained at three,0
P_G administration of up to 2 g of cefazolin is effective and produces exposure within clinically approved limits in neonates.,1
"P_G after vaginal dry, vaginal moistened, and buccal administration rose gradually and fell slowly.",1
"P_G after vaginal, vaginal moistened and buccal administration rose gradually, peaked between 15 and 120 minutes and fell slowly.",1
P_G ageÃ”Ã¸Î©dependent induction of cyp3a activity 839 for the data based on the akaike information criterion v,0
P_G ageÃ”Ã¸Î©dependent induction of cyp3a activity 841 respectively.,0
P_G ageÃ”Ã¸Î©dependent induction of cyp3a activity in heparg cells by cortisol or prh cocktail.,0
P_G ageÃ”Ã¸Î©dependent induction of cyp3a activity in schh by cortisol or prh cocktail.,0
"P_G ages (weeks) at the beginning of treatment were 26 4/7, 25 5/7, 28 6/7, 38 4/7 and 37 3/7 respectively.",1
P_G agewas calculated from day 1of the last normal menstrual period confirmed by ultrasonography performed,0
"P_G and fetal imipenem P_K in early P_G and in late P_G' concn (tlg/ml)"" in: ratio S_T_U_D_Y mp uv ua af uv/mp af/mp 1 0.17 0.07 0.41 2 0.08 0.07 0.88 3 4 0.69 <0.02 5 0.81 <0.02 6 0.81 <0.02 7 0.57 0.06 0.11 mean 0.52 0.07 0.47 sd 0.32 0.01 0.39 8 7.6 3.2 3.2 0.68 0.42 0.09 9 9.2 3.4 3.4 1.2 0.37 0.13 10 7.2 2.3 1.9 0.18 0.32 0.03 11 3.4 0.96 0.80 2.2 0.28 0.65 12 3.0 0.72 0.79 0.06 0.24 0.02 13 3.6 0.50 0.42 0.02 0.14 0.01 14 1.9 0.98 0.98 0.52 mean 5.13 1.72 1.64 0.72 0.33 0.16 sd 2.81 1.22 1.22 0.85 0.12 0.25 a early P_G, S_T_U_D_Ys ito 7, with sampling 3 h after the infusion; late P_G, S_T_U_D_Ys 8 to 14, with sampling 30 mm after the infusion. b the lowest measurable level of imipenem was 0.02 j.g/ml.-, no sample; mp, P_G plasma; uv, P_G vein; ua, P_G artery; af, P_G. pathogens prevail only for 2 h, while in the nonpregnant state the mean concentration in plasma remains above or at the mic for 3 h after the infusion.",1
P_G and follow-up until 1 year.,0
P_G and P_G at delivery were S_T_U_D_Y in 14 mothers.,0
P_G and P_G atazanavir measurements from each woman were compared using a repeated measure design.,0
P_G and P_G levels of indomethacin at the time of delivery from ?ve mother-child pairs are reported in fig. 2.,1
P_G and P_G metformin plasma P_K and P_G/P_G plasma P_K ratios are presented in S_T_U_D_Y 3.,1
P_G and P_G oral pharmacokinetics.,0
P_G and P_G P_G plasma P_K V_E_R_B in a ln-linear regression with time to <1 microgram/l >80 hours after the last dose (figures 2 and 3).,1
"P_G and P_G P_K at delivery from nine patients hours from mother P_G last dose (ndml) (ndml) m:cratio"" 11 21 6 8 12 23 7 10 na 48 106 112 410 27 106 175 81 na 105 88 202 111 32 88 119 192 201 0.46 1.20 0.55 3.69 0.84 1.20 1.47 0.42 na na = not available. 'm:c ratio = P_G concentration divided by P_G concentration. patient and for the whole group did not differ significantly during the two time periods.",1
P_G and P_G venous blood samples were also drawn from all P_G patients at delivery.,1
P_G and P_G were also obtained at delivery.,0
P_G and P_G were S_T_U_D_Y at delivery in order to determine the rate of P_G of the drug.,1
P_G and transplacental pharmacokinetics of cefazolin.,0
P_G apv P_K were 9 Ã”Ã¸Î© 15-fold above the mean apv protein-adjusted 50% inhibitory concentration for wild-type hiv.,1
"P_G at birth birth weight (g) delivery mode fluoxetine dose for baby's S_T_U_D_Y at start of duration of medicated (weeks) mother (mg/day) medicated breast- breast-feeding feeding (weeks) (weeks) i 39 3147 caesarian 20 18 12 2 40 2940 normal 20 7 21 3 39 3280 normal 20 i 52 4 40 3740 normal 40 3 16 neurological and development tests of infants we used the bayley scales of infant development (bayley, 1969) to examine mental and psychomotor performance during the first 12 months and for one infant up to 13 months.",1
P_G can alter drug P_K.,0
P_G cefazolin P_K were consistently V_E_R_B in the 3 g group as compared to the 2 g group.,1
"P_G clinical and laboratory toxicities were assessed through clinical evaluations (history and physical examination) and laboratory assays (liver transaminases, creatinine, blood urea nitrogen, albumin, bilirubin, hemoglobin) on each pharmacokinetic sampling day, at delivery, and at 24 weeks P_G.",1
P_G collection and analysis were consistent with the protocol in our previous studies for sertraline (stowe,0
P_G collections were performed at 2- to 3-h intervals using the medela classic double electric breast pump,0
"P_G could be receiving treatment with other antihypertensive drugs, but those treated with insulin, oral hypoglycaemic drugs, cyp inducers or cyp inhibitors 1 month before or during the period of the study were S_T_U_D_Y.",1
"P_G data modeling during the P_G period, we obtained 80 anti-xa activities from 32Ã”Ã¸Î©of the 75 women in the study.most of these measurements were obtained within 4 days after the delivery, but in some of the women the data were obtained up to 13 days after the delivery.",1
P_G delivery and P_G raltegravir P_K and their ratio are plotted as a function of the time interval between P_G dosing and delivery in S_T_U_D_Y 2.,1
P_G diabetes mellitus caused changes in the P_K of the labetalol stereoisomers when S_T_U_D_Y orally.,0
P_G diabetes mellitus was defined as fasting glycemia ?7.1 mmol/l and/or 2-h glycemia ?7.8 mmol/l [18].,0
P_G diabetes mellitus was diagnosed according to the results of the oral glucose tolerance test using a glu,0
P_G does not significantly alter the gastrointestinal uptake of metoprolol.,0
P_G dosage of sertraline also correlated highly with infant serumalso correlated highly with infant serum P_K of desmethylsertraline;P_K of desmethylsertraline; doses of 100 mg or above were significantlydoses of 100 mg or above were significantly more likely to produce detectable concen-more likely to produce detectable P_K in the infant.,1
"P_G duration varied between 9 and 12 weeks (median 10weeks),estimated from the first day of the last menstrual period, a gynecological examination, and ascertained by an ultrasonographic measurement of the crown-rumplengths of the fetuses.",1
P_G endpoints.,0
P_G geometric mean cpre-dose was 3.4 mg/ml and c12h was 4.6 mg/ml.,1
P_G has been reported to V_E_R_B changes in tubular secretion of endogenous compounds such as glucose and,0
P_G illnesses are not limited to depression but also S_T_U_D_Y anxiety disorders and worsening of pre-exist,0
P_G in?uenced ceftriaxone and gentamicin pharmacokinetics but not those of cefazolin.,1
P_G introduction drugs of choice for P_G depression during P_G are ssriÃ”Ã¸Î©s and tricyclic antidepressants (t,0
"P_G is associated with a myriad of physiologic changes including hepatic metabolism (abduljalil et al., 20",0
P_G is considered to be a physiological condition associated with changes in the P_K and metabolism of drugs.,1
"P_G lithium concentration (meq/liter) infantlithiumconcentration(meq/liter) 0.0 0.0 0.5 1.0 1.5 2.0 2.5 3.0 0.5 1.0 1.5 2.0 2.5 3.0 samples from previous studies (n=18) regression of all samples samples from current study (n=9) 2166 am j psychiatry 162:11, november 2005 lithium placental passage http://ajp.psychiatryonline.org the rate of all complications, with the exception of P_G diabetes, was consistently V_E_R_B in the V_E_R_B lithium exposure group.",1
"P_G lopinavir concentration at time of delivery was 2.3 mg/ml (90% ci, 1.6Ã”Ã¸Î©3.3).",1
"P_G metformin plasma P_K were 0.4 mg/l (range 0.1Ã”Ã¸Î©2.4 mg/l) and P_G P_G plasma P_K were 0.3 mg/l (range 0.1Ã”Ã¸Î©1.4 mg/l) (S_T_U_D_Y 3), showing that the fetus was being exposed to therapeutic plasma P_K of metformin.",1
P_G of fentanyl in early human P_G.,0
